date,active_users,monthly_spend,new_customers,support_tickets,login_count_avg,churn_flag
2024-01-01,0.14637681159420302,0.44619381713042205,0.11864406779661019,0.5,0.1428686948649669,0
2024-01-02,0.673913043478261,0.6503367432113505,0.3728813559322034,0.23684210526315796,0.45219658872414636,0
2024-01-03,0.5376811594202899,0.8541180323070763,0.35593220338983056,0.0,0.720230093550648,0
2024-01-04,0.5971014492753624,0.6986110432177792,0.6271186440677967,0.0,0.1691939597956611,0
2024-01-05,0.39855072463768115,0.8317367781550922,0.728813559322034,0.605263157894737,0.28079813596433834,0
2024-01-06,0.08260869565217388,0.8463601259330744,0.6949152542372881,0.6842105263157894,0.9770494042609892,1
2024-01-07,0.2724637681159421,0.5941408140306561,0.728813559322034,0.026315789473684292,0.8609455896186415,0
2024-01-08,0.9347826086956521,0.40448241179108235,0.3389830508474576,0.1842105263157895,0.05007239548803577,0
2024-01-09,0.5594202898550724,0.5698212403065943,0.9661016949152543,0.1842105263157895,0.0,0
2024-01-10,0.48985507246376825,0.6789220805620491,0.4576271186440678,0.13157894736842102,0.6059757340099532,0
2024-01-11,0.047826086956521685,0.5076443050419788,0.6610169491525424,0.052631578947368474,0.30169194210539985,0
2024-01-12,0.5623188405797102,0.6261836300665884,0.8983050847457628,0.052631578947368474,0.17228436794689883,0
2024-01-13,0.5797101449275364,0.5934817236924284,0.7966101694915255,0.3421052631578947,0.07398467665160591,0
2024-01-14,0.3623188405797102,0.7205117824824465,0.9491525423728813,1.0,0.8452292218360413,0
2024-01-15,0.4869565217391305,1.0,0.4067796610169492,0.7105263157894737,0.8020410039001149,0
2024-01-16,0.0913043478260871,0.7567602080359177,0.4067796610169492,0.13157894736842102,0.4156283236203351,0
2024-01-17,0.18405797101449273,0.6631120546992921,0.576271186440678,0.868421052631579,0.7704924676562044,1
2024-01-18,0.7072463768115942,0.7216587532772079,0.6440677966101696,0.6842105263157894,0.8641722137554888,0
2024-01-19,0.04492753623188417,0.5175516458688842,0.38983050847457634,0.9210526315789473,0.7279904765794702,1
2024-01-20,0.7898550724637681,0.4729841879992982,0.0,0.868421052631579,0.10571184398859823,0
2024-01-21,0.6666666666666667,0.6412109837130218,0.9152542372881356,0.3157894736842105,0.4874379911161677,0
2024-01-22,0.5666666666666667,0.6926127368073618,0.23728813559322037,0.3421052631578947,0.09683340211082903,0
2024-01-23,0.665217391304348,0.5804268223845113,0.8135593220338984,0.7894736842105263,0.6932148686722552,0
2024-01-24,0.7,0.5298712562596335,0.3728813559322034,0.9736842105263157,0.40234797640846387,0
2024-01-25,0.24492753623188412,0.8624908258418369,0.4576271186440678,0.0,0.6206218364233167,0
2024-01-26,0.828985507246377,0.7093957474463122,0.9491525423728813,0.10526315789473684,0.44942768508289843,0
2024-01-27,0.8956521739130434,0.8143972258713621,0.4576271186440678,0.605263157894737,0.3081108745300247,0
2024-01-28,0.3231884057971015,0.5852282093711012,0.0,0.6578947368421053,0.4194091615053821,0
2024-01-29,0.9072463768115944,0.2931048569444341,0.0847457627118644,0.1578947368421053,0.5285420806485401,0
2024-01-30,0.4579710144927538,0.3563815481889545,0.6101694915254237,0.8157894736842104,0.10598841735089337,0
2024-01-31,0.9884057971014493,0.4240057669689583,0.5254237288135593,0.7894736842105263,0.5530375311434073,0
2024-02-01,1.0000000000000002,0.45317572876619394,0.8135593220338984,0.26315789473684215,0.24055805692246057,0
2024-02-02,0.5565217391304349,0.40633088032844933,0.9322033898305084,0.39473684210526316,0.25585838387002546,0
2024-02-03,0.0,0.6392227269169686,0.016949152542372947,0.6842105263157894,0.03622661814039918,1
2024-02-04,0.3231884057971015,0.8262077533647099,0.8813559322033899,0.631578947368421,0.9891835342032009,0
2024-02-05,0.6000000000000001,0.7557657106491797,0.9152542372881356,0.052631578947368474,0.06619188512051721,0
2024-02-06,0.2637681159420291,0.7031314070544759,0.38983050847457634,0.07894736842105265,0.6287335208886842,0
2024-02-07,0.2840579710144928,0.37739324558685006,0.35593220338983056,0.23684210526315796,0.81656214512364,0
2024-02-08,0.20579710144927543,0.45707500402762324,0.0847457627118644,0.368421052631579,0.02530777007995444,0
2024-02-09,0.9536231884057973,0.7284428088407,1.0,0.894736842105263,0.0006340759633343129,0
2024-02-10,0.7376811594202899,0.6759398958764966,0.8644067796610169,0.8157894736842104,0.38927946065802144,0
2024-02-11,0.7956521739130435,0.31734077862069876,0.288135593220339,1.0,0.12399902929605067,0
2024-02-12,0.682608695652174,0.5909936630785073,0.6949152542372881,0.868421052631579,0.21685860622927944,0
2024-02-13,0.20579710144927543,0.27508000726689863,0.423728813559322,0.0,1.0,0
2024-02-14,0.36521739130434794,0.2757393501817993,0.576271186440678,0.44736842105263164,0.7242665693959256,0
